1	1	1	1	1	1	1	1	26.3693839477062
1	1	1	1	1	1	2	1	25.853122231148
1	2	1	1	1	1	3	1	25.1733292013434
1	2	1	1	1	1	4	1	24.9190624895132
1	3	1	1	1	1	5	1	25.5358019773686
1	3	1	1	1	1	6	1	27.5563512489238
1	4	1	1	1	1	7	1	22.4279077631104
1	4	1	1	1	1	8	1	26.6309435139638
1	5	1	1	1	1	9	1	22.2606360728422
1	5	1	1	1	1	10	1	22.0018030515883
1	6	1	1	1	1	11	1	23.6999813837199
1	6	1	1	1	1	12	1	23.0278129695369
1	7	1	1	1	1	13	1	21.3343470177714
1	7	1	1	1	1	14	1	22.0631167413528
1	8	1	1	1	1	15	1	22.222327554108
1	8	1	1	1	1	16	1	20.6946734208296
1	9	1	1	1	1	17	1	21.4756692452012
1	9	1	1	1	1	18	1	21.4095560149201
1	10	1	1	1	1	19	1	22.8645171694475
1	10	1	1	1	1	20	1	23.6131727611648
1	11	1	1	1	1	21	1	21.7500120096421
1	11	1	1	1	1	22	1	22.5187941988712
1	12	1	1	1	1	23	1	22.0111504829653
1	12	1	1	1	1	24	1	22.9292151814313
1	13	1	1	1	1	25	1	24.798604290598
1	13	1	1	1	1	26	1	24.3521730194889
1	14	1	1	1	1	27	1	24.5017274067413
1	14	1	1	1	1	28	1	23.3564705036982
1	15	1	1	1	1	29	1	27.8683289560783
1	15	1	1	1	1	30	1	27.2028334874519
1	16	1	1	1	1	31	1	31.9754061787358
1	16	1	1	1	1	32	1	34.7843508656087
1	1	1	1	1	1	1	2	20.8915297410334
1	1	1	1	1	1	2	2	20.0171851379374
1	2	1	1	1	1	3	2	19.2719681011662
1	2	1	1	1	1	4	2	21.2766554926898
1	3	1	1	1	1	5	2	21.4476931868275
1	3	1	1	1	1	6	2	24.1932494898767
1	4	1	1	1	1	7	2	16.8953137091751
1	4	1	1	1	1	8	2	20.4468301031662
1	5	1	1	1	1	9	2	21.3385236263445
1	5	1	1	1	1	10	2	22.4230506435523
1	6	1	1	1	1	11	2	19.406105525487
1	6	1	1	1	1	12	2	17.8280684717743
1	7	1	1	1	1	13	2	18.5873122768272
1	7	1	1	1	1	14	2	17.1588558441312
1	8	1	1	1	1	15	2	17.1454501198608
1	8	1	1	1	1	16	2	16.4512640164205
1	9	1	1	1	1	17	2	17.2368955476822
1	9	1	1	1	1	18	2	16.7263786327612
1	10	1	1	1	1	19	2	18.3420357863932
1	10	1	1	1	1	20	2	19.4948620283615
1	11	1	1	1	1	21	2	21.8513125245733
1	11	1	1	1	1	22	2	21.5200571478769
1	12	1	1	1	1	23	2	21.8173584575948
1	12	1	1	1	1	24	2	20.8327071573728
1	13	1	1	1	1	25	2	24.5540818931236
1	13	1	1	1	1	26	2	21.5197447537709
1	14	1	1	1	1	27	2	24.23041360768
1	14	1	1	1	1	28	2	22.5823620070249
1	15	1	1	1	1	29	2	22.1734108082529
1	15	1	1	1	1	30	2	24.6734914420375
1	16	1	1	1	1	31	2	24.3595727162574
1	16	1	1	1	1	32	2	29.4198855097905
1	33	1	1	1	1	1	3	21.2383724615402
1	33	1	1	1	1	2	3	21.2841964134211
1	34	1	1	1	1	3	3	18.7573216758718
1	34	1	1	1	1	4	3	20.3560427764573
1	35	1	1	1	1	5	3	23.5216515591162
1	35	1	1	1	1	6	3	21.5897253934553
1	36	1	1	1	1	7	3	19.2329998947291
1	36	1	1	1	1	8	3	21.5706025764646
1	37	1	1	1	1	9	3	19.6873408238029
1	37	1	1	1	1	10	3	18.7480788084969
1	38	1	1	1	1	11	3	19.022146037979
1	38	1	1	1	1	12	3	19.958736470423
1	39	1	1	1	1	13	3	17.908661796872
1	39	1	1	1	1	14	3	16.3867633868624
1	40	1	1	1	1	15	3	18.0117062246858
1	40	1	1	1	1	16	3	15.3412208891681
1	41	1	1	1	1	17	3	16.6981376035937
1	41	1	1	1	1	18	3	16.9380199760265
1	42	1	1	1	1	19	3	17.9445788434736
1	42	1	1	1	1	20	3	17.8227790653363
1	43	1	1	1	1	21	3	18.1220406274023
1	43	1	1	1	1	22	3	18.8611219799749
1	44	1	1	1	1	23	3	20.4008596242593
1	44	1	1	1	1	24	3	19.6801937949739
1	45	1	1	1	1	25	3	21.1704079504177
1	45	1	1	1	1	26	3	19.650340750734
1	46	1	1	1	1	27	3	5.69441824465891
1	46	1	1	1	1	28	3	12.2862604373941
1	47	1	1	1	1	29	3	21.9293933694157
1	47	1	1	1	1	30	3	22.5683517380936
1	48	1	1	1	1	31	3	25.8813609669086
1	48	1	1	1	1	32	3	25.7441821737195
1	33	1	1	1	1	1	4	20.2202700674713
1	33	1	1	1	1	2	4	19.3868726964835
1	34	1	1	1	1	3	4	18.4010203559606
1	34	1	1	1	1	4	4	18.2890858782452
1	35	1	1	1	1	5	4	18.9712355792341
1	35	1	1	1	1	6	4	19.0936700306905
1	36	1	1	1	1	7	4	19.0211617188034
1	36	1	1	1	1	8	4	16.4440070676214
1	37	1	1	1	1	9	4	17.7028008972732
1	37	1	1	1	1	10	4	18.4862511980169
1	38	1	1	1	1	11	4	18.0528547838037
1	38	1	1	1	1	12	4	17.564632662669
1	39	1	1	1	1	13	4	16.40362483771
1	39	1	1	1	1	14	4	14.9412928053539
1	40	1	1	1	1	15	4	15.4519338141699
1	40	1	1	1	1	16	4	13.0982906702841
1	41	1	1	1	1	17	4	16.1523713221505
1	41	1	1	1	1	18	4	16.7895638163001
1	42	1	1	1	1	19	4	17.7671572954169
1	42	1	1	1	1	20	4	18.147683693123
1	43	1	1	1	1	21	4	17.4470326934442
1	43	1	1	1	1	22	4	16.9657299995914
1	44	1	1	1	1	23	4	16.8317703203591
